2026-05-02 12:47:19,餐饮美食,杨梅荔枝饮,/,杨梅荔枝饮,不计收支,45.00,,交易关闭,2026050222001445981442841128	,862017092208872157190106035094000012605020007343	,,
2026-05-02 12:47:16,餐饮美食,杨梅荔枝饮,/,杨梅荔枝饮,不计收支,45.00,,交易关闭,2026050223001445981442664411	,602017092208872157190106035094000022605020004093	,,
2026-05-02 04:30:39,投资理财,万家日日薪货币A类,/,余额宝-2026.05.01-收益发放,不计收支,0.60,余额宝,交易成功,20260502338251313981	,	,,
2026-05-01 18:45:54,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,鸡柳大人(福晟mall店)外卖订单,支出,13.38,广发银行信用卡(5034),交易成功,2026050123001145981442458602	,13180600726050145939057077499	,,
2026-05-01 18:43:05,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,焱麻记鸡公煲(福晟MALL店)外卖订单,支出,12.78,广发银行信用卡(5034)&闪购支付红包,交易成功,2026050123001145981442705529	,13180600726050196677173077499	,,
2026-05-01 06:09:21,投资理财,万家日日薪货币A类,/,余额宝-2026.04.30-收益发放,不计收支,0.61,余额宝,交易成功,20260501333788237981	,	,,
2026-04-30 19:23:53,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,茶油铁板烤鸭(周南中学店)外卖订单,支出,28.38,广发银行信用卡(5034),交易成功,2026043023001145981435918114	,13190600726043000402929077499	,,
2026-04-30 13:18:36,交通出行,长沙地铁乘车码,xie***@hncsmtr.com,地铁-黄花机场T1T2-2026-04-30 12:05:33-秀峰山-2026-04-30 13:18:34,支出,6.30,广发银行信用卡(5034),交易成功,2026043022001445981428641423	,OT20260430031577634120260430131834865	,,
2026-04-30 05:52:29,投资理财,万家日日薪货币A类,/,余额宝-2026.04.29-收益发放,不计收支,0.62,余额宝,交易成功,20260430327530091981	,	,,
2026-04-29 18:15:38,餐饮美食,淘宝闪购,pin***@service.alibaba.com,超级吃货卡,支出,0.90,广发银行信用卡(5034),交易成功,2026042923001145981428437992	,13180600726042924337352077499	,,
2026-04-29 18:15:38,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,鸡柳大人龙湖上城天街店外卖订单,支出,17.00,广发银行信用卡(5034),交易成功,2026042923001145981428818886	,13180600726042924337351077499	,,
2026-04-29 17:23:13,文化休闲,网鱼网咖,/,网鱼水吧购买商品,支出,38.92,广发银行信用卡(5034)&红包,交易成功,2026042923001445981424856846	,792019011062861739002126042917231290883928	,,
2026-04-29 12:37:36,餐饮美食,八二小区抄手总部账户,/,八二小区抄手美领馆店(2604291237363858567000033),支出,22.77,广发银行信用卡(5034)&碰一下立减,交易成功,2026042922001445981418804713	,4412660000481800007895214417190446	,,
2026-04-29 05:54:45,投资理财,万家日日薪货币A类,/,余额宝-2026.04.28-收益发放,不计收支,0.65,余额宝,交易成功,20260429321346064981	,	,,
2026-04-28 18:17:31,餐饮美食,乡村基（阳光新业餐厅）,cdz***@csc100.com,【买单】_阳光新业餐厅_28337_01080125_买单,支出,19.22,广发银行信用卡(5034)&碰一下立减,交易成功,2026042823001445981419893928	,2026042833210138163453	,,
2026-04-28 06:20:27,投资理财,万家日日薪货币A类,/,余额宝-2026.04.27-收益发放,不计收支,0.94,余额宝,交易成功,20260428315821548981	,	,,
2026-04-27 18:12:37,交通出行,阿斯**服,asl***@service.taobao.com,机票订单付款{9571936775622|1_2_2026000564638690690},支出,1490.00,广发银行信用卡(5034),交易成功,2026042723001145981412656372	,T1400P3298732429664031095	,,
2026-04-27 12:30:31,餐饮美食,乡村基（阳光新业餐厅）,cdz***@csc100.com,【买单】_阳光新业餐厅_28337_01080125_买单,支出,15.24,广发银行信用卡(5034)&碰一下立减,交易成功,2026042722001445981407322712	,2026042733210137944849	,,
2026-04-27 04:22:32,投资理财,万家日日薪货币A类,/,余额宝-2026.04.26-收益发放,不计收支,0.60,余额宝,交易成功,20260427309058732981	,	,,
2026-04-26 19:46:41,交通出行,成都天府通数字科技有限公司,tft***@cdtft.cn,成都地铁(天宇路2026-04-26 19:11:04--花牌坊2026-04-26 19:46:32),支出,5.00,广发银行信用卡(5034),交易成功,2026042622001445981408530257	,4464233532473344	,,
2026-04-26 17:53:28,交通出行,哈啰出行,zij***@hellobike.com,哈啰单车卡抵扣骑行费用,支出,0.00,哈啰骑行卡,交易成功,2026042622001445981406456020	,CPR26042617532838710872632L	,,
2026-04-26 13:36:44,交通出行,哈啰出行,zij***@hellobike.com,哈啰单车卡抵扣骑行费用,支出,0.00,哈啰骑行卡,交易成功,2026042623001445981400758921	,CPR26042613364370910872632C	,,
2026-04-26 11:12:09,餐饮美食,四川省成都市郫都区纺专店,yin***@cdlsym.com,四川省成都市郫都区纺专店,支出,4.02,广发银行信用卡(5034)&碰一下立减,交易成功,2026042623001445981401251471	,B01010732C260426111208	,,
2026-04-26 11:04:56,交通出行,哈啰出行,zij***@hellobike.com,哈啰骑行卡券,支出,6.90,广发银行信用卡(5034),交易成功,2026042622001445981403609114	,CPR26042611045050210872632D	,,
2026-04-26 10:58:13,交通出行,成都天府通数字科技有限公司,tft***@cdtft.cn,成都地铁(花牌坊2026-04-26 10:22:38--天宇路2026-04-26 10:58:05),支出,5.00,广发银行信用卡(5034),交易成功,2026042622001445981400795412	,4463194522398720	,,
2026-04-26 04:24:15,投资理财,万家日日薪货币A类,/,余额宝-2026.04.25-收益发放,不计收支,0.60,余额宝,交易成功,20260426303358044981	,	,,
2026-04-25 12:53:12,家居家装,洞天食府,135******78,经营码交易,支出,5.00,广发银行信用卡(5034),交易成功,2026042522001445981456475142	,17770927912702047445980	,,
2026-04-25 10:58:52,酒店旅游,同程,gao***@service.aliyun.com,高德地图景区门票订单,支出,78.00,广发银行信用卡(5034),交易成功,2026042522001445981458106496	,ZF6647961000000381137215	,,
2026-04-25 10:42:14,日用百货,成都福满家便利有限公司,wwz***@familymart.com.cn,成都全家便利店,支出,6.80,广发银行信用卡(5034)&碰一下立减,交易成功,2026042523001445981455501007	,SXA1O9925410427	,,
2026-04-25 06:21:29,投资理财,万家日日薪货币A类,/,余额宝-2026.04.24-收益发放,不计收支,0.60,余额宝,交易成功,20260425399267026981	,	,,
2026-04-24 17:58:59,交通出行,成都天府通数字科技有限公司,tft***@cdtft.cn,成都地铁(省体育馆2026-04-24 17:36:26--花牌坊2026-04-24 17:58:47),支出,3.00,广发银行信用卡(5034),交易成功,2026042422001445981455902966	,4458359453167616	,,
2026-04-24 04:57:01,投资理财,万家日日薪货币A类,/,余额宝-2026.04.23-收益发放,不计收支,0.60,余额宝,交易成功,20260424391996209981	,	,,
2026-04-23 04:56:44,投资理财,万家日日薪货币A类,/,余额宝-2026.04.22-收益发放,不计收支,0.60,余额宝,交易成功,20260423386638393981	,	,,
2026-04-22 15:08:51,退款,阿斯**服,/,退款-机票订单付款{9548824677622|1_2_2026000561834702702},不计收支,960.65,广发银行信用卡(5034)&优惠,退款成功,2026042223001145981439778842*3297582804054031095_262878636887129622	,3297582804054031095_262878636887129622	,,
2026-04-22 13:57:12,交通出行,上海**服,asl***@service.taobao.com,机票订单付款{9548389406622|1_2_2026000565045505505},支出,729.88,广发银行信用卡(5034)&红包,交易成功,2026042223001145981440643478	,T1400P3297034347133004267	,,
2026-04-22 11:57:15,餐饮美食,大米先生（保利香槟国际店）,csd***@csc100.com,【称重】_保利香槟国际店_151313_01120226,支出,21.50,广发银行信用卡(5034)&碰一下立减,交易成功,2026042222001445981438768301	,2026042233210137075521	,,
2026-04-22 10:42:51,交通出行,阿斯**服,asl***@service.taobao.com,机票订单付款{9548824677622|1_2_2026000561834702702},支出,1328.51,广发银行信用卡(5034)&广发银行立减金,交易成功,2026042223001145981439778842	,T1400P3297582804054031095	,,
2026-04-22 05:07:43,投资理财,万家日日薪货币A类,/,余额宝-2026.04.21-收益发放,不计收支,0.60,余额宝,交易成功,20260422380806473981	,	,,
2026-04-21 04:18:40,投资理财,万家日日薪货币A类,/,余额宝-2026.04.20-收益发放,不计收支,0.65,余额宝,交易成功,20260421374441906981	,	,,
2026-04-20 04:44:46,投资理财,万家日日薪货币A类,/,余额宝-2026.04.19-收益发放,不计收支,0.61,余额宝,交易成功,20260420368104045981	,	,,
2026-04-19 04:59:17,投资理财,万家日日薪货币A类,/,余额宝-2026.04.18-收益发放,不计收支,0.61,余额宝,交易成功,20260419362281650981	,	,,
2026-04-18 06:16:49,投资理财,万家日日薪货币A类,/,余额宝-2026.04.17-收益发放,不计收支,0.61,余额宝,交易成功,20260418357234432981	,	,,
2026-04-17 04:47:37,投资理财,万家日日薪货币A类,/,余额宝-2026.04.16-收益发放,不计收支,0.60,余额宝,交易成功,20260417350731680981	,	,,
2026-04-16 04:39:39,投资理财,万家日日薪货币A类,/,余额宝-2026.04.15-收益发放,不计收支,0.60,余额宝,交易成功,20260416345650537981	,	,,
2026-04-15 04:48:29,投资理财,万家日日薪货币A类,/,余额宝-2026.04.14-收益发放,不计收支,0.61,余额宝,交易成功,20260415339744786981	,	,,
2026-04-14 04:45:36,投资理财,万家日日薪货币A类,/,余额宝-2026.04.13-收益发放,不计收支,0.62,余额宝,交易成功,20260414334107930981	,	,,
2026-04-13 04:13:23,投资理财,万家日日薪货币A类,/,余额宝-2026.04.12-收益发放,不计收支,0.60,余额宝,交易成功,20260413327939759981	,	,,
2026-04-13 00:48:50,投资理财,余额宝,acc***@wjasset.com,余额宝-自动转入,不计收支,280.00,账户余额,交易成功,20260413019130101000980004690881	,20260413009130501000980030085270	,,
2026-04-12 14:35:55,转账红包,浙江飞猪网络技术有限公司,/,飞猪钱包提现,收入,280.00,,交易成功,20260412020070011550980055194012	,FP301_472636087599622	,,
2026-04-12 09:53:42,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,宽菜日记·卤拌铺(春熙店)外卖订单,支出,28.60,云闪付-广发银行(5034),交易成功,2026041223001145981438076375	,13090600726041236793205077499	,,
2026-04-12 04:47:56,投资理财,万家日日薪货币A类,/,余额宝-2026.04.11-收益发放,不计收支,0.60,余额宝,交易成功,20260412322689731981	,	,,
2026-04-11 20:38:00,餐饮美食,冒椒火辣奎星楼店,/,二维码支付,支出,84.00,广发银行信用卡(5034),交易成功,2026041123001445981435488813	,20P2088721085226061W03_0120260411000464136151	,,
2026-04-11 09:21:20,交通出行,阿斯**服,asl***@service.taobao.com,机票订单付款{9545793367622|1_2_2026000562232888888},支出,1279.57,广发银行信用卡(5034)&广发银行立减金,交易成功,2026041123001145981428348011	,T1400P2701830073058004267	,,
2026-04-11 05:08:23,投资理财,万家日日薪货币A类,/,余额宝-2026.04.10-收益发放,不计收支,0.60,余额宝,交易成功,20260411317872648981	,	,,
2026-04-10 05:39:52,投资理财,万家日日薪货币A类,/,余额宝-2026.04.09-收益发放,不计收支,0.60,余额宝,交易成功,20260410312347622981	,	,,
2026-04-09 21:32:22,交通出行,哈啰出行,zij***@hellobike.com,哈啰单车卡抵扣骑行费用,支出,0.00,哈啰骑行卡,交易成功,2026040923001445981422546106	,CPR26040921322236810872632B	,,
2026-04-09 21:00:14,交通出行,哈啰出行,zij***@hellobike.com,哈啰单车卡抵扣骑行费用,支出,0.00,哈啰骑行卡,交易成功,2026040923001445981420736510	,CPR26040921001415710872632R	,,
2026-04-09 20:01:02,交通出行,哈啰出行,zij***@hellobike.com,哈啰单车卡抵扣骑行费用,支出,0.00,哈啰骑行卡,交易成功,2026040923001445981419612861	,CPR26040920010179210872632X	,,
2026-04-09 12:17:00,服饰装扮,真维**店,hub***@163.com,【优惠价】真维斯纯棉长袖男t恤春季新款潮牌短袖打底衫青少年白色内搭体恤F,不计收支,28.71,,交易关闭,2026040923001145981418225432	,T200P2701821255200004267	,,
2026-04-09 04:47:45,投资理财,万家日日薪货币A类,/,余额宝-2026.04.08-收益发放,不计收支,0.73,余额宝,交易成功,20260409305244907981	,	,,
2026-04-08 05:46:25,投资理财,万家日日薪货币A类,/,余额宝-2026.04.07-收益发放,不计收支,0.74,余额宝,交易成功,20260408399883528981	,	,,
2026-04-07 14:05:40,餐饮美食,淘宝闪购,e50***@alibaba-inc.com,老妈蹄花成都总店(老字号店)外卖订单,支出,34.90,广发银行信用卡(5034),交易成功,2026040723001145981407199752	,13140600726040722605646077499	,,
2026-04-07 08:44:11,交通出行,阿斯**服,asl***@service.taobao.com,机票订单付款{9485585880622|1_2_2026000551967027027},支出,1790.00,广发银行信用卡(5034),交易成功,2026040723001145981403590380	,T1400P2701820426130031095	,,
2026-04-07 04:13:20,投资理财,万家日日薪货币A类,/,余额宝-2026.04.06-收益发放,不计收支,0.62,余额宝,交易成功,20260407392914860981	,	,,
